Area_profesional;Puesto;Sector;Tipo_rango;Zona;Valor;Dolar_Promedio_Mes
dirección.;Director de Operaciones;Gas, Petróleo y Minería;Min;NOA;$10.022.750;1284
dirección.;Director de Operaciones;Gas, Petróleo y Minería;Max;NOA;$15.945.133;1284
dirección.;Director de Operaciones;IT;Min;NOA;$10.022.750;1284
dirección.;Director de Operaciones;IT;Max;NOA;$15.945.133;1284
dirección.;Director de Operaciones;Lab & Pharma;Min;NOA;$10.022.750;1284
dirección.;Director de Operaciones;Lab & Pharma;Max;NOA;$15.945.133;1284
dirección.;Director de Operaciones;Manufactura;Min;NOA;$9.579.688;1284
dirección.;Director de Operaciones;Manufactura;Max;NOA;$15.527.804;1284
dirección.;Director de Operaciones;Retail & Comercio;Min;NOA;$8.909.059;1284
dirección.;Director de Operaciones;Retail & Comercio;Max;NOA;$11.768.194;1284
dirección.;Director de Operaciones;Servicios;Min;NOA;$8.909.059;1284
dirección.;Director de Operaciones;Servicios;Max;NOA;$11.768.194;1284
dirección.;Director de Operaciones;Transporte y logística;Min;NOA;$8.463.606;1284
dirección.;Director de Operaciones;Transporte y logística;Max;NOA;$11.179.784;1284
dirección.;Director de Operaciones;Automotriz;Min;Patagonia;$14.087.776;1284
dirección.;Director de Operaciones;Automotriz;Max;Patagonia;$22.835.006;1284
dirección.;Director de Operaciones;Banca & Serv Financieros;Min;Patagonia;$14.739.338;1284
dirección.;Director de Operaciones;Banca & Serv Financieros;Max;Patagonia;$23.448.725;1284
dirección.;Director de Operaciones;Consumo masivo;Min;Patagonia;$13.101.633;1284
dirección.;Director de Operaciones;Consumo masivo;Max;Patagonia;$17.306.151;1284
dirección.;Director de Operaciones;Gas, Petróleo y Minería;Min;Patagonia;$14.739.338;1284
dirección.;Director de Operaciones;Gas, Petróleo y Minería;Max;Patagonia;$23.448.725;1284
dirección.;Director de Operaciones;IT;Min;Patagonia;$14.739.338;1284
dirección.;Director de Operaciones;IT;Max;Patagonia;$23.448.725;1284
dirección.;Director de Operaciones;Lab & Pharma;Min;Patagonia;$14.739.338;1284
dirección.;Director de Operaciones;Lab & Pharma;Max;Patagonia;$23.448.725;1284
dirección.;Director de Operaciones;Manufactura;Min;Patagonia;$14.087.776;1284
dirección.;Director de Operaciones;Manufactura;Max;Patagonia;$22.835.006;1284
dirección.;Director de Operaciones;Retail & Comercio;Min;Patagonia;$13.101.558;1284
dirección.;Director de Operaciones;Retail & Comercio;Max;Patagonia;$17.306.168;1284
dirección.;Director de Operaciones;Servicios;Min;Patagonia;$13.101.558;1284
dirección.;Director de Operaciones;Servicios;Max;Patagonia;$17.306.168;1284
dirección.;Director de Operaciones;Transporte y logística;Min;Patagonia;$12.446.480;1284
dirección.;Director de Operaciones;Transporte y logística;Max;Patagonia;$16.440.859;1284
dirección.;Director de marketing;Automotriz;Min;Buenos Aires;$11.160.802;1284
dirección.;Director de marketing;Automotriz;Max;Buenos Aires;$17.204.939;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;Buenos Aires;$11.676.989;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;Buenos Aires;$17.667.509;1284
dirección.;Director de marketing;Consumo masivo;Min;Buenos Aires;$10.379.545;1284
dirección.;Director de marketing;Consumo masivo;Max;Buenos Aires;$13.710.504;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;Buenos Aires;$11.676.989;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;Buenos Aires;$17.667.516;1284
dirección.;Director de marketing;IT;Min;Buenos Aires;$11.676.989;1284
dirección.;Director de marketing;IT;Max;Buenos Aires;$17.667.549;1284
dirección.;Director de marketing;Lab & Pharma;Min;Buenos Aires;$11.676.989;1284
dirección.;Director de marketing;Lab & Pharma;Max;Buenos Aires;$17.667.473;1284
dirección.;Director de marketing;Manufactura;Min;Buenos Aires;$11.160.802;1284
dirección.;Director de marketing;Manufactura;Max;Buenos Aires;$17.204.939;1284
dirección.;Director de marketing;Retail & Comercio;Min;Buenos Aires;$10.379.486;1284
dirección.;Director de marketing;Retail & Comercio;Max;Buenos Aires;$13.710.517;1284
dirección.;Director de marketing;Servicios;Min;Buenos Aires;$10.379.486;1284
dirección.;Director de marketing;Servicios;Max;Buenos Aires;$13.710.517;1284
dirección.;Director de marketing;Transporte y logística;Min;Buenos Aires;$9.860.512;1284
dirección.;Director de marketing;Transporte y logística;Max;Buenos Aires;$13.024.991;1284
dirección.;Director de marketing;Automotriz;Min;Cuyo;$9.821.506;1284
dirección.;Director de marketing;Automotriz;Max;Cuyo;$15.140.346;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;Cuyo;$10.275.750;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;Cuyo;$15.547.408;1284
dirección.;Director de marketing;Consumo masivo;Min;Cuyo;$9.134.000;1284
dirección.;Director de marketing;Consumo masivo;Max;Cuyo;$12.065.244;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;Cuyo;$10.275.750;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;Cuyo;$15.547.414;1284
dirección.;Director de marketing;IT;Min;Cuyo;$10.275.750;1284
dirección.;Director de marketing;IT;Max;Cuyo;$15.547.443;1284
dirección.;Director de marketing;Lab & Pharma;Min;Cuyo;$10.275.750;1284
dirección.;Director de marketing;Lab & Pharma;Max;Cuyo;$15.547.376;1284
dirección.;Director de marketing;Manufactura;Min;Cuyo;$9.821.506;1284
dirección.;Director de marketing;Manufactura;Max;Cuyo;$15.140.346;1284
dirección.;Director de marketing;Retail & Comercio;Min;Cuyo;$9.133.948;1284
dirección.;Director de marketing;Retail & Comercio;Max;Cuyo;$12.065.255;1284
dirección.;Director de marketing;Servicios;Min;Cuyo;$9.133.948;1284
dirección.;Director de marketing;Servicios;Max;Cuyo;$12.065.255;1284
dirección.;Director de marketing;Transporte y logística;Min;Cuyo;$8.677.251;1284
dirección.;Director de marketing;Transporte y logística;Max;Cuyo;$11.461.992;1284
dirección.;Director de marketing;Automotriz;Min;Litoral-Centro;$8.928.642;1284
dirección.;Director de marketing;Automotriz;Max;Litoral-Centro;$13.763.951;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;Litoral-Centro;$9.341.591;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;Litoral-Centro;$14.134.007;1284
dirección.;Director de marketing;Consumo masivo;Min;Litoral-Centro;$8.303.636;1284
dirección.;Director de marketing;Consumo masivo;Max;Litoral-Centro;$10.968.403;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;Litoral-Centro;$9.341.591;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;Litoral-Centro;$14.134.013;1284
dirección.;Director de marketing;IT;Min;Litoral-Centro;$9.341.591;1284
dirección.;Director de marketing;IT;Max;Litoral-Centro;$14.134.039;1284
dirección.;Director de marketing;Lab & Pharma;Min;Litoral-Centro;$9.341.591;1284
dirección.;Director de marketing;Lab & Pharma;Max;Litoral-Centro;$14.133.978;1284
dirección.;Director de marketing;Manufactura;Min;Litoral-Centro;$8.928.642;1284
dirección.;Director de marketing;Manufactura;Max;Litoral-Centro;$13.763.951;1284
dirección.;Director de marketing;Retail & Comercio;Min;Litoral-Centro;$8.303.589;1284
dirección.;Director de marketing;Retail & Comercio;Max;Litoral-Centro;$10.968.414;1284
dirección.;Director de marketing;Servicios;Min;Litoral-Centro;$8.303.589;1284
dirección.;Director de marketing;Servicios;Max;Litoral-Centro;$10.968.414;1284
dirección.;Director de marketing;Transporte y logística;Min;Litoral-Centro;$7.888.410;1284
dirección.;Director de marketing;Transporte y logística;Max;Litoral-Centro;$10.419.993;1284
dirección.;Director de marketing;Automotriz;Min;NEA;$9.207.662;1284
dirección.;Director de marketing;Automotriz;Max;NEA;$14.194.075;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;NEA;$9.633.516;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;NEA;$14.575.695;1284
dirección.;Director de marketing;Consumo masivo;Min;NEA;$8.563.125;1284
dirección.;Director de marketing;Consumo masivo;Max;NEA;$11.311.166;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;NEA;$9.633.516;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;NEA;$14.575.701;1284
dirección.;Director de marketing;IT;Min;NEA;$9.633.516;1284
dirección.;Director de marketing;IT;Max;NEA;$14.575.728;1284
dirección.;Director de marketing;Lab & Pharma;Min;NEA;$9.633.516;1284
dirección.;Director de marketing;Lab & Pharma;Max;NEA;$14.575.665;1284
dirección.;Director de marketing;Manufactura;Min;NEA;$9.207.662;1284
dirección.;Director de marketing;Manufactura;Max;NEA;$14.194.075;1284
dirección.;Director de marketing;Retail & Comercio;Min;NEA;$8.563.076;1284
dirección.;Director de marketing;Retail & Comercio;Max;NEA;$11.311.177;1284
dirección.;Director de marketing;Servicios;Min;NEA;$8.563.076;1284
dirección.;Director de marketing;Servicios;Max;NEA;$11.311.177;1284
dirección.;Director de marketing;Transporte y logística;Min;NEA;$8.134.922;1284
dirección.;Director de marketing;Transporte y logística;Max;NEA;$10.745.618;1284
dirección.;Director de marketing;Automotriz;Min;NOA;$9.486.682;1284
dirección.;Director de marketing;Automotriz;Max;NOA;$14.624.198;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;NOA;$9.925.441;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;NOA;$15.017.383;1284
dirección.;Director de marketing;Consumo masivo;Min;NOA;$8.822.613;1284
dirección.;Director de marketing;Consumo masivo;Max;NOA;$11.653.928;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;NOA;$9.925.441;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;NOA;$15.017.389;1284
dirección.;Director de marketing;IT;Min;NOA;$9.925.441;1284
dirección.;Director de marketing;IT;Max;NOA;$15.017.417;1284
dirección.;Director de marketing;Lab & Pharma;Min;NOA;$9.925.441;1284
dirección.;Director de marketing;Lab & Pharma;Max;NOA;$15.017.352;1284
dirección.;Director de marketing;Manufactura;Min;NOA;$9.486.682;1284
dirección.;Director de marketing;Manufactura;Max;NOA;$14.624.198;1284
dirección.;Director de marketing;Retail & Comercio;Min;NOA;$8.822.563;1284
dirección.;Director de marketing;Retail & Comercio;Max;NOA;$11.653.939;1284
dirección.;Director de marketing;Servicios;Min;NOA;$8.822.563;1284
dirección.;Director de marketing;Servicios;Max;NOA;$11.653.939;1284
dirección.;Director de marketing;Transporte y logística;Min;NOA;$8.381.435;1284
dirección.;Director de marketing;Transporte y logística;Max;NOA;$11.071.242;1284
dirección.;Director de marketing;Automotriz;Min;Patagonia;$13.951.003;1284
dirección.;Director de marketing;Automotriz;Max;Patagonia;$21.506.174;1284
dirección.;Director de marketing;Banca & Serv Financieros;Min;Patagonia;$14.596.236;1284
dirección.;Director de marketing;Banca & Serv Financieros;Max;Patagonia;$22.084.386;1284
dirección.;Director de marketing;Consumo masivo;Min;Patagonia;$12.974.431;1284
dirección.;Director de marketing;Consumo masivo;Max;Patagonia;$17.138.130;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Min;Patagonia;$14.596.236;1284
dirección.;Director de marketing;Gas, Petróleo y Minería;Max;Patagonia;$22.084.395;1284
dirección.;Director de marketing;IT;Min;Patagonia;$14.596.236;1284
dirección.;Director de marketing;IT;Max;Patagonia;$22.084.436;1284
dirección.;Director de marketing;Lab & Pharma;Min;Patagonia;$14.596.236;1284
dirección.;Director de marketing;Lab & Pharma;Max;Patagonia;$22.084.341;1284
dirección.;Director de marketing;Manufactura;Min;Patagonia;$13.951.003;1284
dirección.;Director de marketing;Manufactura;Max;Patagonia;$21.506.174;1284
dirección.;Director de marketing;Retail & Comercio;Min;Patagonia;$12.974.358;1284
dirección.;Director de marketing;Retail & Comercio;Max;Patagonia;$17.138.146;1284
dirección.;Director de marketing;Servicios;Min;Patagonia;$12.974.358;1284
dirección.;Director de marketing;Servicios;Max;Patagonia;$17.138.146;1284
dirección.;Director de marketing;Transporte y logística;Min;Patagonia;$12.325.640;1284
dirección.;Director de marketing;Transporte y logística;Max;Patagonia;$16.281.239;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Min;Buenos Aires;$10.941.962;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Max;Buenos Aires;$16.867.587;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Min;Buenos Aires;$11.448.029;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Max;Buenos Aires;$17.321.087;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Min;Buenos Aires;$10.176.025;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Max;Buenos Aires;$13.441.671;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Min;Buenos Aires;$11.448.029;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Max;Buenos Aires;$17.321.094;1284
dirección.;Director de Expansión y  Desarrollo;IT;Min;Buenos Aires;$11.448.029;1284
dirección.;Director de Expansión y  Desarrollo;IT;Max;Buenos Aires;$17.321.126;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Min;Buenos Aires;$11.448.029;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Max;Buenos Aires;$17.321.052;1284
dirección.;Director de Expansión y  Desarrollo;Manufactura;Min;Buenos Aires;$10.941.962;1284
dirección.;Director de Expansión y  Desarrollo;Manufactura;Max;Buenos Aires;$16.867.587;1284
dirección.;Director de Expansión y  Desarrollo;Retail & Comercio;Min;Buenos Aires;$10.175.967;1284
dirección.;Director de Expansión y  Desarrollo;Retail & Comercio;Max;Buenos Aires;$13.441.683;1284
dirección.;Director de Expansión y  Desarrollo;Servicios;Min;Buenos Aires;$10.175.967;1284
dirección.;Director de Expansión y  Desarrollo;Servicios;Max;Buenos Aires;$13.441.683;1284
dirección.;Director de Expansión y  Desarrollo;Transporte y logística;Min;Buenos Aires;$9.667.169;1284
dirección.;Director de Expansión y  Desarrollo;Transporte y logística;Max;Buenos Aires;$12.769.599;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Min;Cuyo;$9.628.927;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Max;Cuyo;$14.843.477;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Min;Cuyo;$10.074.266;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Max;Cuyo;$15.242.557;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Min;Cuyo;$8.954.902;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Max;Cuyo;$11.828.670;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Min;Cuyo;$10.074.266;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Max;Cuyo;$15.242.563;1284
dirección.;Director de Expansión y  Desarrollo;IT;Min;Cuyo;$10.074.266;1284
dirección.;Director de Expansión y  Desarrollo;IT;Max;Cuyo;$15.242.591;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Min;Cuyo;$10.074.266;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Max;Cuyo;$15.242.526;1284
dirección.;Director de Expansión y  Desarrollo;Manufactura;Min;Cuyo;$9.628.927;1284
dirección.;Director de Expansión y  Desarrollo;Manufactura;Max;Cuyo;$14.843.477;1284
dirección.;Director de Expansión y  Desarrollo;Retail & Comercio;Min;Cuyo;$8.954.851;1284
dirección.;Director de Expansión y  Desarrollo;Retail & Comercio;Max;Cuyo;$11.828.681;1284
dirección.;Director de Expansión y  Desarrollo;Servicios;Min;Cuyo;$8.954.851;1284
dirección.;Director de Expansión y  Desarrollo;Servicios;Max;Cuyo;$11.828.681;1284
dirección.;Director de Expansión y  Desarrollo;Transporte y logística;Min;Cuyo;$8.507.109;1284
dirección.;Director de Expansión y  Desarrollo;Transporte y logística;Max;Cuyo;$11.237.247;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Min;Litoral-Centro;$8.753.570;1284
dirección.;Director de Expansión y  Desarrollo;Automotriz;Max;Litoral-Centro;$13.494.070;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Min;Litoral-Centro;$9.158.423;1284
dirección.;Director de Expansión y  Desarrollo;Banca & Serv Financieros;Max;Litoral-Centro;$13.856.870;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Min;Litoral-Centro;$8.140.820;1284
dirección.;Director de Expansión y  Desarrollo;Consumo masivo;Max;Litoral-Centro;$10.753.337;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Min;Litoral-Centro;$9.158.423;1284
dirección.;Director de Expansión y  Desarrollo;Gas, Petróleo y Minería;Max;Litoral-Centro;$13.856.875;1284
dirección.;Director de Expansión y  Desarrollo;IT;Min;Litoral-Centro;$9.158.423;1284
dirección.;Director de Expansión y  Desarrollo;IT;Max;Litoral-Centro;$13.856.901;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Min;Litoral-Centro;$9.158.423;1284
dirección.;Director de Expansión y  Desarrollo;Lab & Pharma;Max;Litoral-Centro;$13.856.842;1284
