Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
tecnología.;Consultor SAP;IT;Max;$5.479.978;$5.041.580;$5.041.580;$4.822.381;$4.822.381;$5.479.978;1284
tecnología.;Consultor SAP;Lab & Pharma;Min;$4.726.478;$4.348.359;$4.348.359;$4.159.300;$4.159.300;$4.726.478;1284
tecnología.;Consultor SAP;Lab & Pharma;Max;$5.479.978;$5.041.580;$5.041.580;$4.822.381;$4.822.381;$5.479.978;1284
tecnología.;Consultor SAP;Manufactura;Min;$4.305.600;$3.961.152;$3.961.152;$3.788.928;$3.788.928;$4.305.600;1284
tecnología.;Consultor SAP;Manufactura;Max;$4.993.040;$4.593.597;$4.593.597;$4.393.875;$4.393.875;$4.993.040;1284
tecnología.;Consultor SAP;Retail & Comercio;Min;$4.306.640;$3.962.109;$3.962.109;$3.789.843;$3.789.843;$4.306.640;1284
tecnología.;Consultor SAP;Retail & Comercio;Max;$4.992.104;$4.592.736;$4.592.736;$4.393.052;$4.393.052;$4.992.104;1284
tecnología.;Consultor SAP;Servicios;Min;$4.305.694;$3.961.238;$3.961.238;$3.789.010;$3.789.010;$4.305.694;1284
tecnología.;Consultor SAP;Servicios;Max;$4.992.000;$4.592.640;$4.592.640;$4.392.960;$4.392.960;$4.992.000;1284
tecnología.;Consultor SAP;Transporte y logística;Min;$3.961.240;$3.961.240;$3.789.012;$3.789.012;$4.305.696;$4.305.696;1284
tecnología.;Consultor SAP;Transporte y logística;Max;$4.992.572;$4.593.166;$4.593.166;$4.393.463;$4.393.463;$4.992.572;1284
tecnología.;Arquitecto de Software;Automotriz;Min;$6.872.657;$6.322.844;$6.322.844;$6.047.938;$6.047.938;$6.872.657;1284
tecnología.;Arquitecto de Software;Automotriz;Max;$7.843.102;$7.215.654;$7.215.654;$6.901.930;$6.901.930;$7.843.102;1284
tecnología.;Arquitecto de Software;Banca & Serv Financieros;Min;$6.872.657;$6.322.844;$6.322.844;$6.047.938;$6.047.938;$6.872.657;1284
tecnología.;Arquitecto de Software;Banca & Serv Financieros;Max;$7.843.102;$7.215.654;$7.215.654;$6.901.930;$6.901.930;$7.843.102;1284
tecnología.;Arquitecto de Software;Consumo masivo;Min;$6.068.449;$5.582.973;$5.582.973;$5.340.235;$5.340.235;$6.068.449;1284
tecnología.;Arquitecto de Software;Consumo masivo;Max;$6.495.487;$5.975.848;$5.975.848;$5.716.029;$5.716.029;$6.495.487;1284
tecnología.;Arquitecto de Software;Gas, Petróleo y Minería;Min;$7.216.291;$6.638.987;$6.638.987;$6.350.336;$6.350.336;$7.216.291;1284
tecnología.;Arquitecto de Software;Gas, Petróleo y Minería;Max;$7.843.680;$7.216.186;$7.216.186;$6.902.438;$6.902.438;$7.843.680;1284
tecnología.;Arquitecto de Software;IT;Min;$6.872.657;$6.322.844;$6.322.844;$6.047.938;$6.047.938;$6.872.657;1284
tecnología.;Arquitecto de Software;IT;Max;$7.843.118;$7.215.669;$7.215.669;$6.901.944;$6.901.944;$7.843.118;1284
tecnología.;Arquitecto de Software;Lab & Pharma;Min;$6.872.320;$6.322.534;$6.322.534;$6.047.642;$6.047.642;$6.872.320;1284
tecnología.;Arquitecto de Software;Lab & Pharma;Max;$7.844.200;$7.216.664;$7.216.664;$6.902.896;$6.902.896;$7.844.200;1284
tecnología.;Arquitecto de Software;Manufactura;Min;$6.068.449;$5.582.973;$5.582.973;$5.340.235;$5.340.235;$6.068.449;1284
tecnología.;Arquitecto de Software;Manufactura;Max;$6.495.486;$5.975.847;$5.975.847;$5.716.028;$5.716.028;$6.495.486;1284
tecnología.;Arquitecto de Software;Retail & Comercio;Min;$6.068.400;$5.582.928;$5.582.928;$5.340.192;$5.340.192;$6.068.400;1284
tecnología.;Arquitecto de Software;Retail & Comercio;Max;$6.495.518;$5.975.876;$5.975.876;$5.716.055;$5.716.055;$6.495.518;1284
tecnología.;Arquitecto de Software;Servicios;Min;$6.069.440;$5.583.885;$5.583.885;$5.341.107;$5.341.107;$6.069.440;1284
tecnología.;Arquitecto de Software;Servicios;Max;$6.495.528;$5.975.886;$5.975.886;$5.716.065;$5.716.065;$6.495.528;1284
tecnología.;Arquitecto de Software;Transporte y logística;Min;$6.068.449;$5.582.973;$5.582.973;$5.340.235;$5.340.235;$6.068.449;1284
tecnología.;Arquitecto de Software;Transporte y logística;Max;$6.495.486;$5.975.847;$5.975.847;$5.716.028;$5.716.028;$6.495.486;1284
tecnología.;Desarrollador Back-end;Automotriz;Min;$4.266.445;$3.925.129;$3.925.129;$3.754.472;$3.754.472;$4.266.445;1284
tecnología.;Desarrollador Back-end;Automotriz;Max;$5.036.774;$4.633.832;$4.633.832;$4.432.361;$4.432.361;$5.036.774;1284
tecnología.;Desarrollador Back-end;Banca & Serv Financieros;Min;$4.272.969;$3.931.131;$3.931.131;$3.760.213;$3.760.213;$4.272.969;1284
tecnología.;Desarrollador Back-end;Banca & Serv Financieros;Max;$5.036.720;$4.633.782;$4.633.782;$4.432.314;$4.432.314;$5.036.720;1284
tecnología.;Desarrollador Back-end;Consumo masivo;Min;$4.181.405;$3.846.893;$3.846.893;$3.679.637;$3.679.637;$4.181.405;1284
tecnología.;Desarrollador Back-end;Consumo masivo;Max;$5.037.240;$4.634.261;$4.634.261;$4.432.771;$4.432.771;$5.037.240;1284
tecnología.;Desarrollador Back-end;Gas, Petróleo y Minería;Min;$4.486.617;$4.127.688;$4.127.688;$3.948.223;$3.948.223;$4.486.617;1284
tecnología.;Desarrollador Back-end;Gas, Petróleo y Minería;Max;$5.038.800;$4.635.696;$4.635.696;$4.434.144;$4.434.144;$5.038.800;1284
tecnología.;Desarrollador Back-end;IT;Min;$4.272.969;$3.931.131;$3.931.131;$3.760.213;$3.760.213;$4.272.969;1284
tecnología.;Desarrollador Back-end;IT;Max;$5.038.904;$4.635.792;$4.635.792;$4.434.236;$4.434.236;$5.038.904;1284
tecnología.;Desarrollador Back-end;Lab & Pharma;Min;$4.272.969;$3.931.131;$3.931.131;$3.760.213;$3.760.213;$4.272.969;1284
tecnología.;Desarrollador Back-end;Lab & Pharma;Max;$5.037.136;$4.634.165;$4.634.165;$4.432.680;$4.432.680;$5.037.136;1284
tecnología.;Desarrollador Back-end;Manufactura;Min;$3.938.256;$3.623.196;$3.623.196;$3.465.666;$3.465.666;$3.938.256;1284
tecnología.;Desarrollador Back-end;Manufactura;Max;$5.037.760;$4.634.739;$4.634.739;$4.433.229;$4.433.229;$5.037.760;1284
tecnología.;Desarrollador Back-end;Retail & Comercio;Min;$3.938.360;$3.623.292;$3.623.292;$3.465.757;$3.465.757;$3.938.360;1284
tecnología.;Desarrollador Back-end;Retail & Comercio;Max;$5.037.084;$4.634.117;$4.634.117;$4.432.634;$4.432.634;$5.037.084;1284
tecnología.;Desarrollador Back-end;Servicios;Min;$3.938.256;$3.623.196;$3.623.196;$3.465.666;$3.465.666;$3.938.256;1284
tecnología.;Desarrollador Back-end;Servicios;Max;$5.036.720;$4.633.782;$4.633.782;$4.432.314;$4.432.314;$5.036.720;1284
tecnología.;Desarrollador Back-end;Transporte y logística;Min;$3.938.480;$3.623.402;$3.623.402;$3.465.862;$3.465.862;$3.938.480;1284
tecnología.;Desarrollador Back-end;Transporte y logística;Max;$5.038.384;$4.635.313;$4.635.313;$4.433.778;$4.433.778;$5.038.384;1284
tecnología.;Analista funcional;Automotriz;Min;$3.679.022;$3.384.700;$3.384.700;$3.237.539;$3.237.539;$3.679.022;1284
tecnología.;Analista funcional;Automotriz;Max;$4.264.320;$3.923.174;$3.923.174;$3.752.601;$3.752.601;$4.264.320;1284
tecnología.;Analista funcional;Banca & Serv Financieros;Min;$3.532.906;$3.532.906;$3.379.301;$3.379.301;$3.840.115;$3.840.115;1284
tecnología.;Analista funcional;Banca & Serv Financieros;Max;$4.821.963;$4.436.206;$4.436.206;$4.243.327;$4.243.327;$4.821.963;1284
tecnología.;Analista funcional;Consumo masivo;Min;$3.396.020;$3.124.339;$3.124.339;$2.988.498;$2.988.498;$3.396.020;1284
tecnología.;Analista funcional;Consumo masivo;Max;$4.264.319;$3.923.174;$3.923.174;$3.752.601;$3.752.601;$4.264.319;1284
tecnología.;Analista funcional;Gas, Petróleo y Minería;Min;$3.702.967;$3.406.729;$3.406.729;$3.258.611;$3.258.611;$3.702.967;1284
tecnología.;Analista funcional;Gas, Petróleo y Minería;Max;$4.649.749;$4.277.769;$4.277.769;$4.091.779;$4.091.779;$4.649.749;1284
tecnología.;Analista funcional;IT;Min;$3.702.973;$3.406.735;$3.406.735;$3.258.616;$3.258.616;$3.702.973;1284
tecnología.;Analista funcional;IT;Max;$4.428.332;$4.074.066;$4.074.066;$3.896.932;$3.896.932;$4.428.332;1284
tecnología.;Analista funcional;Lab & Pharma;Min;$3.406.729;$3.406.729;$3.258.611;$3.258.611;$3.702.967;$3.702.967;1284
tecnología.;Analista funcional;Lab & Pharma;Max;$4.649.749;$4.277.769;$4.277.769;$4.091.779;$4.091.779;$4.649.749;1284
tecnología.;Analista funcional;Manufactura;Min;$3.396.026;$3.124.344;$3.124.344;$2.988.503;$2.988.503;$3.396.026;1284
tecnología.;Analista funcional;Manufactura;Max;$4.264.624;$3.923.454;$3.923.454;$3.752.869;$3.752.869;$4.264.624;1284
tecnología.;Analista funcional;Retail & Comercio;Min;$3.396.015;$3.124.334;$3.124.334;$2.988.493;$2.988.493;$3.396.015;1284
tecnología.;Analista funcional;Retail & Comercio;Max;$4.264.000;$3.922.880;$3.922.880;$3.752.320;$3.752.320;$4.264.000;1284
tecnología.;Analista funcional;Servicios;Min;$3.124.909;$3.124.909;$2.989.043;$2.989.043;$3.396.640;$3.396.640;1284
tecnología.;Analista funcional;Servicios;Max;$4.264.520;$3.923.358;$3.923.358;$3.752.778;$3.752.778;$4.264.520;1284
tecnología.;Analista funcional;Transporte y logística;Min;$3.396.015;$3.124.334;$3.124.334;$2.988.493;$2.988.493;$3.396.015;1284
tecnología.;Analista funcional;Transporte y logística;Max;$4.264.312;$3.923.167;$3.923.167;$3.752.595;$3.752.595;$4.264.312;1284
tecnología.;Quality Assurance (QA);Automotriz;Min;$2.920.386;$2.686.755;$2.686.755;$2.569.939;$2.569.939;$2.920.386;1284
tecnología.;Quality Assurance (QA);Automotriz;Max;$3.669.628;$3.376.057;$3.376.057;$3.229.272;$3.229.272;$3.669.628;1284
tecnología.;Quality Assurance (QA);Banca & Serv Financieros;Min;$2.920.386;$2.686.755;$2.686.755;$2.569.939;$2.569.939;$2.920.386;1284
tecnología.;Quality Assurance (QA);Banca & Serv Financieros;Max;$3.669.628;$3.376.057;$3.376.057;$3.229.272;$3.229.272;$3.669.628;1284
tecnología.;Quality Assurance (QA);Consumo masivo;Min;$2.781.320;$2.558.814;$2.558.814;$2.447.561;$2.447.561;$2.781.320;1284
tecnología.;Quality Assurance (QA);Consumo masivo;Max;$3.494.884;$3.215.293;$3.215.293;$3.075.498;$3.075.498;$3.494.884;1284
tecnología.;Quality Assurance (QA);Gas, Petróleo y Minería;Min;$2.920.386;$2.686.755;$2.686.755;$2.569.939;$2.569.939;$2.920.386;1284
tecnología.;Quality Assurance (QA);Gas, Petróleo y Minería;Max;$3.669.628;$3.376.057;$3.376.057;$3.229.272;$3.229.272;$3.669.628;1284
tecnología.;Quality Assurance (QA);IT;Min;$2.920.386;$2.686.755;$2.686.755;$2.569.939;$2.569.939;$2.920.386;1284
tecnología.;Quality Assurance (QA);IT;Max;$3.669.640;$3.376.069;$3.376.069;$3.229.283;$3.229.283;$3.669.640;1284
tecnología.;Quality Assurance (QA);Lab & Pharma;Min;$2.920.386;$2.686.755;$2.686.755;$2.569.939;$2.569.939;$2.920.386;1284
tecnología.;Quality Assurance (QA);Lab & Pharma;Max;$3.670.160;$3.376.547;$3.376.547;$3.229.741;$3.229.741;$3.670.160;1284
tecnología.;Quality Assurance (QA);Manufactura;Min;$2.781.844;$2.559.296;$2.559.296;$2.448.023;$2.448.023;$2.781.844;1284
tecnología.;Quality Assurance (QA);Manufactura;Max;$3.494.884;$3.215.293;$3.215.293;$3.075.498;$3.075.498;$3.494.884;1284
tecnología.;Quality Assurance (QA);Retail & Comercio;Min;$2.781.272;$2.558.770;$2.558.770;$2.447.519;$2.447.519;$2.781.272;1284
tecnología.;Quality Assurance (QA);Retail & Comercio;Max;$3.494.884;$3.215.293;$3.215.293;$3.075.498;$3.075.498;$3.494.884;1284
tecnología.;Quality Assurance (QA);Servicios;Min;$2.559.440;$2.559.440;$2.448.160;$2.448.160;$2.782.000;$2.782.000;1284
tecnología.;Quality Assurance (QA);Servicios;Max;$3.494.972;$3.215.374;$3.215.374;$3.075.575;$3.075.575;$3.494.972;1284
tecnología.;Quality Assurance (QA);Transporte y logística;Min;$2.559.918;$2.559.918;$2.448.618;$2.448.618;$2.782.520;$2.782.520;1284
tecnología.;Quality Assurance (QA);Transporte y logística;Max;$3.494.400;$3.214.848;$3.214.848;$3.075.072;$3.075.072;$3.494.400;1284
tecnología.;DBA Database administrator;Automotriz;Min;$4.479.076;$4.120.750;$4.120.750;$3.941.587;$3.941.587;$4.479.076;1284
tecnología.;DBA Database administrator;Automotriz;Max;$6.097.508;$5.609.708;$5.609.708;$5.365.807;$5.365.807;$6.097.508;1284
tecnología.;DBA Database administrator;Banca & Serv Financieros;Min;$4.265.788;$3.924.525;$3.924.525;$3.753.893;$3.753.893;$4.265.788;1284
tecnología.;DBA Database administrator;Banca & Serv Financieros;Max;$6.097.508;$5.609.708;$5.609.708;$5.365.807;$5.365.807;$6.097.508;1284
tecnología.;DBA Database administrator;Consumo masivo;Min;$4.265.788;$3.924.525;$3.924.525;$3.753.893;$3.753.893;$4.265.788;1284
tecnología.;DBA Database administrator;Consumo masivo;Max;$5.059.085;$4.654.358;$4.654.358;$4.451.994;$4.451.994;$5.059.085;1284
tecnología.;DBA Database administrator;Gas, Petróleo y Minería;Min;$4.479.076;$4.120.750;$4.120.750;$3.941.587;$3.941.587;$4.479.076;1284
tecnología.;DBA Database administrator;Gas, Petróleo y Minería;Max;$5.473.508;$5.035.628;$5.035.628;$4.816.687;$4.816.687;$5.473.508;1284
tecnología.;DBA Database administrator;IT;Min;$4.479.076;$4.120.750;$4.120.750;$3.941.587;$3.941.587;$4.479.076;1284
tecnología.;DBA Database administrator;IT;Max;$5.473.508;$5.035.628;$5.035.628;$4.816.687;$4.816.687;$5.473.508;1284
tecnología.;DBA Database administrator;Lab & Pharma;Min;$4.479.076;$4.120.750;$4.120.750;$3.941.587;$3.941.587;$4.479.076;1284
tecnología.;DBA Database administrator;Lab & Pharma;Max;$5.473.508;$5.035.628;$5.035.628;$4.816.687;$4.816.687;$5.473.508;1284
tecnología.;DBA Database administrator;Manufactura;Min;$4.266.080;$3.924.794;$3.924.794;$3.754.150;$3.754.150;$4.266.080;1284
tecnología.;DBA Database administrator;Manufactura;Max;$5.060.120;$4.655.310;$4.655.310;$4.452.906;$4.452.906;$5.060.120;1284
tecnología.;DBA Database administrator;Retail & Comercio;Min;$4.264.000;$3.922.880;$3.922.880;$3.752.320;$3.752.320;$4.264.000;1284
tecnología.;DBA Database administrator;Retail & Comercio;Max;$5.059.080;$4.654.354;$4.654.354;$4.451.990;$4.451.990;$5.059.080;1284
tecnología.;DBA Database administrator;Servicios;Min;$4.265.820;$3.924.554;$3.924.554;$3.753.922;$3.753.922;$4.265.820;1284
tecnología.;DBA Database administrator;Servicios;Max;$5.059.600;$4.654.832;$4.654.832;$4.452.448;$4.452.448;$5.059.600;1284
tecnología.;DBA Database administrator;Transporte y logística;Min;$3.924.507;$3.924.507;$3.753.876;$3.753.876;$4.265.768;$4.265.768;1284
tecnología.;DBA Database administrator;Transporte y logística;Max;$5.059.132;$4.654.401;$4.654.401;$4.452.036;$4.452.036;$5.059.132;1284
tecnología.;Desarrollador Mobile;Automotriz;Min;$3.951.133;$3.635.042;$3.635.042;$3.476.997;$3.476.997;$3.951.133;1284
tecnología.;Desarrollador Mobile;Automotriz;Max;$6.146.208;$5.654.511;$5.654.511;$5.408.663;$5.408.663;$6.146.208;1284
tecnología.;Desarrollador Mobile;Banca & Serv Financieros;Min;$4.363.616;$4.014.527;$4.014.527;$3.839.982;$3.839.982;$4.363.616;1284
tecnología.;Desarrollador Mobile;Banca & Serv Financieros;Max;$5.445.608;$5.009.960;$5.009.960;$4.792.135;$4.792.135;$5.445.608;1284
tecnología.;Desarrollador Mobile;Consumo masivo;Min;$4.213.147;$3.876.095;$3.876.095;$3.707.569;$3.707.569;$4.213.147;1284
tecnología.;Desarrollador Mobile;Consumo masivo;Max;$5.257.828;$4.837.202;$4.837.202;$4.626.889;$4.626.889;$5.257.828;1284
tecnología.;Desarrollador Mobile;Gas, Petróleo y Minería;Min;$4.581.798;$4.215.254;$4.215.254;$4.031.982;$4.031.982;$4.581.798;1284
tecnología.;Desarrollador Mobile;Gas, Petróleo y Minería;Max;$5.717.889;$5.260.458;$5.260.458;$5.031.742;$5.031.742;$5.717.889;1284
tecnología.;Desarrollador Mobile;IT;Min;$4.363.616;$4.014.527;$4.014.527;$3.839.982;$3.839.982;$4.363.616;1284
tecnología.;Desarrollador Mobile;IT;Max;$5.445.608;$5.009.960;$5.009.960;$4.792.135;$4.792.135;$5.445.608;1284
tecnología.;Desarrollador Mobile;Lab & Pharma;Min;$4.363.616;$4.014.527;$4.014.527;$3.839.982;$3.839.982;$4.363.616;1284
tecnología.;Desarrollador Mobile;Lab & Pharma;Max;$5.445.608;$5.009.960;$5.009.960;$4.792.135;$4.792.135;$5.445.608;1284
tecnología.;Desarrollador Mobile;Manufactura;Min;$4.213.147;$3.876.095;$3.876.095;$3.707.569;$3.707.569;$4.213.147;1284
tecnología.;Desarrollador Mobile;Manufactura;Max;$5.257.828;$4.837.202;$4.837.202;$4.626.889;$4.626.889;$5.257.828;1284
tecnología.;Desarrollador Mobile;Retail & Comercio;Min;$3.647.200;$3.355.424;$3.355.424;$3.209.536;$3.209.536;$3.647.200;1284
tecnología.;Desarrollador Mobile;Retail & Comercio;Max;$6.146.208;$5.654.511;$5.654.511;$5.408.663;$5.408.663;$6.146.208;1284
tecnología.;Desarrollador Mobile;Servicios;Min;$3.647.176;$3.355.402;$3.355.402;$3.209.515;$3.209.515;$3.647.176;1284
tecnología.;Desarrollador Mobile;Servicios;Max;$6.146.400;$5.654.688;$5.654.688;$5.408.832;$5.408.832;$6.146.400;1284
tecnología.;Desarrollador Mobile;Transporte y logística;Min;$3.647.280;$3.355.498;$3.355.498;$3.209.606;$3.209.606;$3.647.280;1284
tecnología.;Desarrollador Mobile;Transporte y logística;Max;$6.146.296;$5.654.592;$5.654.592;$5.408.740;$5.408.740;$6.146.296;1284
tecnología.;Desarrollador Front-end;Automotriz;Min;$4.359.870;$4.011.081;$4.011.081;$3.836.686;$3.836.686;$4.359.870;1284
tecnología.;Desarrollador Front-end;Automotriz;Max;$5.147.068;$4.735.303;$4.735.303;$4.529.420;$4.529.420;$5.147.068;1284
tecnología.;Desarrollador Front-end;Banca & Serv Financieros;Min;$4.425.574;$4.071.528;$4.071.528;$3.894.505;$3.894.505;$4.425.574;1284
tecnología.;Desarrollador Front-end;Banca & Serv Financieros;Max;$5.593.435;$5.145.960;$5.145.960;$4.922.223;$4.922.223;$5.593.435;1284
tecnología.;Desarrollador Front-end;Consumo masivo;Min;$4.272.969;$3.931.131;$3.931.131;$3.760.213;$3.760.213;$4.272.969;1284
tecnología.;Desarrollador Front-end;Consumo masivo;Max;$5.400.558;$4.968.513;$4.968.513;$4.752.491;$4.752.491;$5.400.558;1284
tecnología.;Desarrollador Front-end;Gas, Petróleo y Minería;Min;$4.646.854;$4.275.106;$4.275.106;$4.089.232;$4.089.232;$4.646.854;1284
tecnología.;Desarrollador Front-end;Gas, Petróleo y Minería;Max;$5.873.107;$5.403.258;$5.403.258;$5.168.334;$5.168.334;$5.873.107;1284
tecnología.;Desarrollador Front-end;IT;Min;$4.425.574;$4.071.528;$4.071.528;$3.894.505;$3.894.505;$4.425.574;1284
tecnología.;Desarrollador Front-end;IT;Max;$5.593.435;$5.145.960;$5.145.960;$4.922.223;$4.922.223;$5.593.435;1284
tecnología.;Desarrollador Front-end;Lab & Pharma;Min;$4.168.227;$3.834.769;$3.834.769;$3.668.040;$3.668.040;$4.168.227;1284
tecnología.;Desarrollador Front-end;Lab & Pharma;Max;$5.330.892;$4.904.421;$4.904.421;$4.691.185;$4.691.185;$5.330.892;1284
tecnología.;Desarrollador Front-end;Manufactura;Min;$4.024.496;$3.702.537;$3.702.537;$3.541.557;$3.541.557;$4.024.496;1284
tecnología.;Desarrollador Front-end;Manufactura;Max;$5.148.000;$4.736.160;$4.736.160;$4.530.240;$4.530.240;$5.148.000;1284
tecnología.;Desarrollador Front-end;Retail & Comercio;Min;$4.024.496;$3.702.537;$3.702.537;$3.541.557;$3.541.557;$4.024.496;1284
tecnología.;Desarrollador Front-end;Retail & Comercio;Max;$5.147.532;$4.735.729;$4.735.729;$4.529.828;$4.529.828;$5.147.532;1284
tecnología.;Desarrollador Front-end;Servicios;Min;$4.024.540;$3.702.577;$3.702.577;$3.541.595;$3.541.595;$4.024.540;1284
tecnología.;Desarrollador Front-end;Servicios;Max;$5.148.000;$4.736.160;$4.736.160;$4.530.240;$4.530.240;$5.148.000;1284
tecnología.;Desarrollador Front-end;Transporte y logística;Min;$4.024.800;$3.702.816;$3.702.816;$3.541.824;$3.541.824;$4.024.800;1284
tecnología.;Desarrollador Front-end;Transporte y logística;Max;$5.147.064;$4.735.299;$4.735.299;$4.529.416;$4.529.416;$5.147.064;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Min;$1.843.242;$1.695.783;$1.695.783;$1.622.053;$1.622.053;$1.843.242;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Max;$2.681.203;$2.466.707;$2.466.707;$2.359.459;$2.359.459;$2.681.203;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Min;$1.808.393;$1.663.721;$1.663.721;$1.591.385;$1.591.385;$1.808.393;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Max;$2.516.142;$2.314.850;$2.314.850;$2.214.205;$2.214.205;$2.516.142;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Min;$1.711.581;$1.574.655;$1.574.655;$1.506.191;$1.506.191;$1.711.581;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Max;$2.502.456;$2.302.260;$2.302.260;$2.202.161;$2.202.161;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Min;$1.797.161;$1.653.388;$1.653.388;$1.581.501;$1.581.501;$1.797.161;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Max;$2.627.579;$2.417.373;$2.417.373;$2.312.270;$2.312.270;$2.627.579;1284
tecnología.;Soporte Técnico / Help desk;IT;Min;$1.711.581;$1.574.655;$1.574.655;$1.506.191;$1.506.191;$1.711.581;1284
tecnología.;Soporte Técnico / Help desk;IT;Max;$2.502.456;$2.302.260;$2.302.260;$2.202.161;$2.202.161;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Min;$1.808.394;$1.663.722;$1.663.722;$1.591.386;$1.591.386;$1.808.394;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Max;$2.516.142;$2.314.850;$2.314.850;$2.214.205;$2.214.205;$2.516.142;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Min;$1.808.664;$1.663.971;$1.663.971;$1.591.624;$1.591.624;$1.808.664;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Max;$2.502.240;$2.302.061;$2.302.061;$2.201.971;$2.201.971;$2.502.240;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Min;$1.808.435;$1.663.760;$1.663.760;$1.591.423;$1.591.423;$1.808.435;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Max;$2.502.456;$2.302.260;$2.302.260;$2.202.161;$2.202.161;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Min;$1.808.560;$1.663.875;$1.663.875;$1.591.533;$1.591.533;$1.808.560;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Max;$2.502.448;$2.302.252;$2.302.252;$2.202.154;$2.202.154;$2.502.448;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Min;$1.808.352;$1.663.684;$1.663.684;$1.591.350;$1.591.350;$1.808.352;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Max;$2.503.020;$2.302.778;$2.302.778;$2.202.658;$2.202.658;$2.503.020;1284
tecnología.;Administrador de Redes.;Automotriz;Min;$2.878.667;$2.648.374;$2.648.374;$2.533.227;$2.533.227;$2.878.667;1284
tecnología.;Administrador de Redes.;Automotriz;Max;$3.675.065;$3.381.059;$3.381.059;$3.234.057;$3.234.057;$3.675.065;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;$3.138.851;$2.887.743;$2.887.743;$2.762.189;$2.762.189;$3.138.851;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;$4.007.233;$3.686.655;$3.686.655;$3.526.365;$3.526.365;$4.007.233;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;$2.878.667;$2.648.374;$2.648.374;$2.533.227;$2.533.227;$2.878.667;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;$3.675.065;$3.381.059;$3.381.059;$3.234.057;$3.234.057;$3.675.065;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;$3.138.824;$2.887.718;$2.887.718;$2.762.165;$2.762.165;$3.138.824;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;$4.007.120;$3.686.550;$3.686.550;$3.526.266;$3.526.266;$4.007.120;1284
tecnología.;Administrador de Redes.;IT;Min;$3.140.800;$2.889.536;$2.889.536;$2.763.904;$2.763.904;$3.140.800;1284
tecnología.;Administrador de Redes.;IT;Max;$4.009.200;$3.688.464;$3.688.464;$3.528.096;$3.528.096;$4.009.200;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;$3.138.824;$2.887.718;$2.887.718;$2.762.165;$2.762.165;$3.138.824;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;$4.007.120;$3.686.550;$3.686.550;$3.526.266;$3.526.266;$4.007.120;1284
tecnología.;Administrador de Redes.;Manufactura;Min;$2.878.720;$2.648.422;$2.648.422;$2.533.274;$2.533.274;$2.878.720;1284
tecnología.;Administrador de Redes.;Manufactura;Max;$3.675.048;$3.381.044;$3.381.044;$3.234.042;$3.234.042;$3.675.048;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;$2.878.616;$2.648.327;$2.648.327;$2.533.182;$2.533.182;$2.878.616;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;$3.676.400;$3.382.288;$3.382.288;$3.235.232;$3.235.232;$3.676.400;1284
tecnología.;Administrador de Redes.;Servicios;Min;$2.877.680;$2.647.466;$2.647.466;$2.532.358;$2.532.358;$2.877.680;1284
tecnología.;Administrador de Redes.;Servicios;Max;$3.671.200;$3.377.504;$3.377.504;$3.230.656;$3.230.656;$3.671.200;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;$2.879.760;$2.649.379;$2.649.379;$2.534.189;$2.534.189;$2.879.760;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;$3.675.048;$3.381.044;$3.381.044;$3.234.042;$3.234.042;$3.675.048;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;$4.291.893;$3.776.866;$3.433.515;$3.540.812;$3.648.109;$5.364.867;1284
