Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
compras, comex y  supply chain.;Gerente de Supply Chain;Consumo masivo;Max;$11.838.360;$10.417.757;$10.891.291;$9.766.647;$10.062.606;$14.797.950;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Gas, Petróleo y Minería;Min;$8.742.140;$7.693.083;$8.042.769;$7.212.266;$7.430.819;$10.927.675;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Gas, Petróleo y Minería;Max;$13.113.254;$11.539.664;$12.064.194;$10.818.435;$11.146.266;$16.391.568;1284
compras, comex y  supply chain.;Gerente de Supply Chain;IT;Min;$7.576.470;$6.667.294;$6.970.352;$6.250.588;$6.440.000;$9.470.588;1284
compras, comex y  supply chain.;Gerente de Supply Chain;IT;Max;$12.201.161;$10.737.022;$11.225.068;$10.065.958;$10.370.987;$15.251.451;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Lab & Pharma;Min;$7.577.650;$6.668.332;$6.971.438;$6.251.561;$6.441.003;$9.472.063;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Lab & Pharma;Max;$12.200.500;$10.736.440;$11.224.460;$10.065.413;$10.370.425;$15.250.625;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Min;$7.100.000;$6.248.000;$6.532.000;$5.857.500;$6.035.000;$8.875.000;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Max;$11.840.770;$10.419.878;$10.893.508;$9.768.635;$10.064.655;$14.800.963;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Min;$7.103.008;$6.250.647;$6.534.767;$5.859.982;$6.037.557;$8.878.760;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Max;$11.838.360;$10.417.757;$10.891.291;$9.766.647;$10.062.606;$14.797.950;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Min;$7.576.470;$6.667.294;$6.970.352;$6.250.588;$6.440.000;$9.470.588;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Max;$12.201.161;$10.737.022;$11.225.068;$10.065.958;$10.370.987;$15.251.451;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Min;$7.105.000;$6.252.400;$6.536.600;$5.861.625;$6.039.250;$8.881.250;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Max;$11.838.354;$10.417.752;$10.891.286;$9.766.642;$10.062.601;$14.797.943;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;$8.583.226;$7.553.239;$7.896.568;$7.081.161;$7.295.742;$10.729.032;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;$5.281.200;$4.647.456;$4.858.704;$4.356.990;$4.489.020;$6.601.500;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;$7.050.240;$6.204.211;$6.486.221;$5.816.448;$5.992.704;$8.812.800;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;$8.583.226;$7.553.239;$7.896.568;$7.081.161;$7.295.742;$10.729.032;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;$7.152.691;$6.294.368;$6.580.476;$5.900.970;$6.079.788;$8.940.864;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;$5.940.000;$5.227.200;$5.464.800;$4.900.500;$5.049.000;$7.425.000;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;$9.227.520;$8.120.218;$8.489.318;$7.612.704;$7.843.392;$11.534.400;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;$5.616.000;$4.942.080;$5.166.720;$4.633.200;$4.773.600;$7.020.000;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;$8.926.556;$7.855.370;$8.212.432;$7.364.409;$7.587.573;$11.158.195;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;$5.616.000;$4.942.080;$5.166.720;$4.633.200;$4.773.600;$7.020.000;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;$8.926.537;$7.855.353;$8.212.414;$7.364.393;$7.587.556;$11.158.171;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;$7.152.691;$6.294.368;$6.580.476;$5.900.970;$6.079.788;$8.940.864;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;$5.828.116;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;$8.159.363;$7.180.239;$7.506.614;$6.731.474;$6.935.459;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;$5.828.116;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;$8.159.363;$7.180.239;$7.506.614;$6.731.474;$6.935.459;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;$3.520.000;$3.097.600;$3.238.400;$2.904.000;$2.992.000;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;$5.208.879;$4.583.814;$4.792.169;$4.297.325;$4.427.547;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;$5.828.116;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;$8.159.363;$7.180.239;$7.506.614;$6.731.474;$6.935.459;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;$4.143.791;$3.646.536;$3.812.288;$3.418.628;$3.522.222;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;$6.174.890;$5.433.903;$5.680.899;$5.094.284;$5.248.657;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;$4.143.791;$3.646.536;$3.812.288;$3.418.628;$3.522.222;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;$6.174.890;$5.433.903;$5.680.899;$5.094.284;$5.248.657;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;$3.520.000;$3.097.600;$3.238.400;$2.904.000;$2.992.000;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;$5.208.879;$4.583.814;$4.792.169;$4.297.325;$4.427.547;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;$3.520.000;$3.097.600;$3.238.400;$2.904.000;$2.992.000;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;$5.208.879;$4.583.814;$4.792.169;$4.297.325;$4.427.547;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;$4.143.791;$3.646.536;$3.812.288;$3.418.628;$3.522.222;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;$6.174.889;$5.433.902;$5.680.898;$5.094.283;$5.248.656;$7.718.611;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;$3.630.000;$3.194.400;$3.339.600;$2.994.750;$3.085.500;$4.537.500;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;$5.208.879;$4.583.814;$4.792.169;$4.297.325;$4.427.547;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Min;$5.828.116;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Max;$8.159.363;$7.180.239;$7.506.614;$6.731.474;$6.935.458;$10.199.203;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Min;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Max;$7.180.239;$7.506.614;$6.731.474;$6.935.458;$10.199.203;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Min;$3.388.000;$3.542.000;$3.176.250;$3.272.500;$4.812.500;$3.850.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Max;$4.777.413;$4.994.569;$4.478.825;$4.614.547;$6.786.099;$5.428.879;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Min;$5.828.116;$5.128.742;$5.361.867;$4.808.196;$4.953.899;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Max;$8.159.363;$7.180.239;$7.506.614;$6.731.474;$6.935.458;$10.199.203;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Min;$4.143.791;$3.646.536;$3.812.287;$3.418.627;$3.522.222;$5.179.738;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Max;$6.174.890;$5.433.903;$5.680.899;$5.094.284;$5.248.657;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Min;$4.143.791;$3.646.536;$3.812.287;$3.418.627;$3.522.222;$5.179.738;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Max;$6.174.890;$5.433.903;$5.680.899;$5.094.284;$5.248.657;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Min;$3.850.000;$3.388.000;$3.542.000;$3.176.250;$3.272.500;$4.812.500;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Max;$5.428.879;$4.777.413;$4.994.569;$4.478.825;$4.614.547;$6.786.099;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Min;$3.850.000;$3.388.000;$3.542.000;$3.176.250;$3.272.500;$4.812.500;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Max;$5.428.879;$4.777.413;$4.994.569;$4.478.825;$4.614.547;$6.786.099;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Servicios;Min;$4.143.791;$3.646.536;$3.812.287;$3.418.627;$3.522.222;$5.179.738;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Servicios;Max;$6.174.889;$5.433.902;$5.680.898;$5.094.284;$5.248.656;$7.718.611;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Transporte y logística;Min;$3.850.000;$3.388.000;$3.542.000;$3.176.250;$3.272.500;$4.812.500;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Transporte y logística;Max;$5.428.879;$4.777.413;$4.994.569;$4.478.825;$4.614.547;$6.786.099;1284
compras, comex y  supply chain.;Jefe de Comex;Automotriz;Min;$4.284.144;$3.770.047;$3.941.412;$3.534.419;$3.641.522;$5.355.180;1284
compras, comex y  supply chain.;Jefe de Comex;Automotriz;Max;$6.192.720;$5.449.594;$5.697.302;$5.108.994;$5.263.812;$7.740.900;1284
compras, comex y  supply chain.;Jefe de Comex;Consumo masivo;Min;$2.944.080;$2.590.790;$2.708.554;$2.428.866;$2.502.468;$3.680.100;1284
compras, comex y  supply chain.;Jefe de Comex;Consumo masivo;Max;$4.263.840;$3.752.179;$3.922.733;$3.517.668;$3.624.264;$5.329.800;1284
compras, comex y  supply chain.;Jefe de Comex;Gas, Petróleo y Minería;Min;$3.857.760;$3.394.829;$3.549.139;$3.182.652;$3.279.096;$4.822.200;1284
compras, comex y  supply chain.;Jefe de Comex;Gas, Petróleo y Minería;Max;$6.167.340;$5.427.259;$5.673.953;$5.088.056;$5.242.239;$7.709.175;1284
compras, comex y  supply chain.;Jefe de Comex;Lab & Pharma;Min;$4.004.533;$3.523.989;$3.684.170;$3.303.739;$3.403.853;$5.005.666;1284
compras, comex y  supply chain.;Jefe de Comex;Lab & Pharma;Max;$5.857.704;$5.154.780;$5.389.088;$4.832.606;$4.979.048;$7.322.130;1284
compras, comex y  supply chain.;Jefe de Comex;Manufactura;Min;$3.167.424;$2.787.333;$2.914.030;$2.613.125;$2.692.310;$3.959.280;1284
compras, comex y  supply chain.;Jefe de Comex;Manufactura;Max;$4.832.352;$4.252.470;$4.445.764;$3.986.690;$4.107.499;$6.040.440;1284
compras, comex y  supply chain.;Jefe de Comex;Retail & Comercio;Min;$2.822.256;$2.483.585;$2.596.476;$2.328.361;$2.398.918;$3.527.820;1284
compras, comex y  supply chain.;Jefe de Comex;Retail & Comercio;Max;$3.959.280;$3.484.166;$3.642.538;$3.266.406;$3.365.388;$4.949.100;1284
compras, comex y  supply chain.;Jefe de Comex;Servicios;Min;$2.822.256;$2.483.585;$2.596.476;$2.328.361;$2.398.918;$3.527.820;1284
compras, comex y  supply chain.;Jefe de Comex;Servicios;Max;$3.959.280;$3.484.166;$3.642.538;$3.266.406;$3.365.388;$4.949.100;1284
compras, comex y  supply chain.;Jefe de Comex;Transporte y logística;Min;$3.177.576;$2.796.267;$2.923.370;$2.621.500;$2.700.940;$3.971.970;1284
compras, comex y  supply chain.;Jefe de Comex;Transporte y logística;Max;$4.558.248;$4.011.258;$4.193.588;$3.760.555;$3.874.511;$5.697.810;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Automotriz;Min;$6.294.366;$5.539.042;$5.790.816;$5.192.852;$5.350.211;$7.867.957;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Automotriz;Max;$8.812.112;$7.754.658;$8.107.143;$7.269.992;$7.490.295;$11.015.140;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Consumo masivo;Min;$4.158.000;$3.659.040;$3.825.360;$3.430.350;$3.534.300;$5.197.500;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Consumo masivo;Max;$5.625.589;$4.950.519;$5.175.542;$4.641.111;$4.781.751;$7.031.987;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Gas, Petróleo y Minería;Min;$6.294.366;$5.539.042;$5.790.816;$5.192.852;$5.350.211;$7.867.957;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Gas, Petróleo y Minería;Max;$8.812.112;$7.754.658;$8.107.143;$7.269.992;$7.490.295;$11.015.140;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Lab & Pharma;Min;$4.475.294;$3.938.259;$4.117.270;$3.692.117;$3.804.000;$5.594.117;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Lab & Pharma;Max;$6.668.881;$5.868.616;$6.135.371;$5.501.827;$5.668.549;$8.336.102;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Manufactura;Min;$4.158.000;$3.659.040;$3.825.360;$3.430.350;$3.534.300;$5.197.500;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Manufactura;Max;$5.625.589;$4.950.519;$5.175.542;$4.641.111;$4.781.751;$7.031.987;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Retail & Comercio;Min;$4.158.000;$3.659.040;$3.825.360;$3.430.350;$3.534.300;$5.197.500;1284
compras, comex y  supply chain.;Jefe de Planificación y  Demanda;Retail & Comercio;Max;$5.625.589;$4.950.519;$5.175.542;$4.641.111;$4.781.751;$7.031.987;1284
compras, comex y  supply chain.;Analista de Compras;Automotriz;Min;$2.914.055;$2.564.368;$2.680.931;$2.404.095;$2.476.947;$3.642.569;1284
compras, comex y  supply chain.;Analista de Compras;Automotriz;Max;$4.309.892;$3.792.705;$3.965.101;$3.555.661;$3.663.408;$5.387.365;1284
compras, comex y  supply chain.;Analista de Compras;Banca & Serv Financieros;Min;$2.924.000;$2.573.120;$2.690.080;$2.412.300;$2.485.400;$3.655.000;1284
compras, comex y  supply chain.;Analista de Compras;Banca & Serv Financieros;Max;$4.309.892;$3.792.705;$3.965.101;$3.555.661;$3.663.408;$5.387.365;1284
compras, comex y  supply chain.;Analista de Compras;Consumo masivo;Min;$2.130.907;$1.875.198;$1.960.434;$1.757.998;$1.811.271;$2.663.634;1284
compras, comex y  supply chain.;Analista de Compras;Consumo masivo;Max;$2.699.146;$2.375.248;$2.483.214;$2.226.795;$2.294.274;$3.373.933;1284
compras, comex y  supply chain.;Analista de Compras;Gas, Petróleo y Minería;Min;$2.914.058;$2.564.371;$2.680.933;$2.404.098;$2.476.949;$3.642.573;1284
compras, comex y  supply chain.;Analista de Compras;Gas, Petróleo y Minería;Max;$4.309.892;$3.792.705;$3.965.101;$3.555.661;$3.663.408;$5.387.365;1284
compras, comex y  supply chain.;Analista de Compras;IT;Min;$2.881.996;$2.536.156;$2.651.436;$2.377.647;$2.449.697;$3.602.495;1284
compras, comex y  supply chain.;Analista de Compras;IT;Max;$4.033.056;$3.549.089;$3.710.412;$3.327.271;$3.428.098;$5.041.320;1284
compras, comex y  supply chain.;Analista de Compras;Lab & Pharma;Min;$2.881.999;$2.536.159;$2.651.439;$2.377.649;$2.449.699;$3.602.499;1284
compras, comex y  supply chain.;Analista de Compras;Lab & Pharma;Max;$4.033.056;$3.549.089;$3.710.412;$3.327.271;$3.428.098;$5.041.320;1284
compras, comex y  supply chain.;Analista de Compras;Manufactura;Min;$2.216.141;$1.950.204;$2.038.850;$1.828.316;$1.883.720;$2.770.176;1284
compras, comex y  supply chain.;Analista de Compras;Manufactura;Max;$3.077.974;$2.708.617;$2.831.736;$2.539.329;$2.616.278;$3.847.468;1284
compras, comex y  supply chain.;Analista de Compras;Retail & Comercio;Min;$2.130.907;$1.875.198;$1.960.434;$1.757.998;$1.811.271;$2.663.634;1284
compras, comex y  supply chain.;Analista de Compras;Retail & Comercio;Max;$2.604.440;$2.291.907;$2.396.085;$2.148.663;$2.213.774;$3.255.550;1284
compras, comex y  supply chain.;Analista de Compras;Servicios;Min;$2.128.022;$1.872.659;$1.957.780;$1.755.618;$1.808.819;$2.660.028;1284
compras, comex y  supply chain.;Analista de Compras;Servicios;Max;$2.699.146;$2.375.248;$2.483.214;$2.226.795;$2.294.274;$3.373.933;1284
compras, comex y  supply chain.;Analista de Compras;Transporte y logística;Min;$2.129.600;$1.874.048;$1.959.232;$1.756.920;$1.810.160;$2.662.000;1284
compras, comex y  supply chain.;Analista de Compras;Transporte y logística;Max;$2.699.146;$2.375.248;$2.483.214;$2.226.795;$2.294.274;$3.373.933;1284
compras, comex y  supply chain.;Analista de Comex;Automotriz;Min;$2.861.075;$2.517.746;$2.632.189;$2.360.387;$2.431.914;$3.576.344;1284
compras, comex y  supply chain.;Analista de Comex;Automotriz;Max;$4.231.530;$3.723.747;$3.893.008;$3.491.012;$3.596.801;$5.289.413;1284
compras, comex y  supply chain.;Analista de Comex;Consumo masivo;Min;$1.998.000;$1.758.240;$1.838.160;$1.648.350;$1.698.300;$2.497.500;1284
compras, comex y  supply chain.;Analista de Comex;Consumo masivo;Max;$2.872.800;$2.528.064;$2.642.976;$2.370.060;$2.441.880;$3.591.000;1284
compras, comex y  supply chain.;Analista de Comex;Gas, Petróleo y Minería;Min;$2.861.075;$2.517.746;$2.632.189;$2.360.387;$2.431.914;$3.576.344;1284
compras, comex y  supply chain.;Analista de Comex;Gas, Petróleo y Minería;Max;$4.231.536;$3.723.752;$3.893.013;$3.491.017;$3.596.806;$5.289.420;1284
compras, comex y  supply chain.;Analista de Comex;Lab & Pharma;Min;$2.288.860;$2.014.197;$2.105.751;$1.888.310;$1.945.531;$2.861.075;1284
compras, comex y  supply chain.;Analista de Comex;Lab & Pharma;Max;$3.433.290;$3.021.295;$3.158.627;$2.832.464;$2.918.297;$4.291.613;1284
compras, comex y  supply chain.;Analista de Comex;Manufactura;Min;$1.933.200;$1.701.216;$1.778.544;$1.594.890;$1.643.220;$2.416.500;1284
compras, comex y  supply chain.;Analista de Comex;Manufactura;Max;$3.121.200;$2.746.656;$2.871.504;$2.574.990;$2.653.020;$3.901.500;1284
compras, comex y  supply chain.;Analista de Comex;Retail & Comercio;Min;$1.782.000;$1.568.160;$1.639.440;$1.470.150;$1.514.700;$2.227.500;1284
compras, comex y  supply chain.;Analista de Comex;Retail & Comercio;Max;$2.667.600;$2.347.488;$2.454.192;$2.200.770;$2.267.460;$3.334.500;1284
